A,B,charge,C,symno,casno,SQUIB,state,polyatomic,config
,6.365405630000000e-001,0,,1,14457853,1973Pea/McC:1619,1,linear,1
4.038383780000000e-001,9.263161650000000e-002,0,7.532257532000000e-002,1,14545723,1977Sue/Joh:239,1,poly,1
,,0,,,14596920,,1,poly,1
1.706146990500000e+000,3.565133049000000e-001,0,3.120492110000000e-001,2,14699991,2005Sum/Sum:14998,1,poly,1
,,0,,,14762948,,1,atom,1
,3.657800000000000e-001,0,,1,14929465,webbook,1,linear,1
2.341398000000000e+001,9.103107500000000e+000,0,6.406545000000000e+000,1,14940637,1993Tot:20,1,poly,1
,5.192200000000000e-001,0,,1,14953287,1979HUB/HER,1,linear,1
,2.450200000000000e-001,0,,1,14989298,1979HUB/HER,1,linear,1
,6.234580000000000e-001,0,,1,14989301,2007Iri:389,1,linear,1
,2.579070000000000e-001,0,,1,14989323,1986Yam/But:108,1,linear,1
1.334236000000000e+001,6.487761000000000e+000,0,4.289970000000000e+000,2,15117847,1997Mor/Ken:428,1,poly,1
,3.648000000000000e-001,0,,1,15120135,webbook,1,linear,1
2.619000000000000e+000,3.340080000000000e-001,0,2.953650000000000e-001,1,15499237,1984Yam/Hir:4694,1,poly,1
,1.522301838500000e-001,0,,1,15606710,NISTDiatomics,1,linear,1
1.000021000000000e+001,1.304190000000000e+000,0,1.149860000000000e+000,2,15626434,1974Car/Joh:340,1,poly,1
,4.296066047100000e-001,0,,1,15656196,NISTdiatomic,1,linear,1
,,0,,,15892236,,1,poly,1
,5.665000000000000e-001,0,,1,16027922,1979HUB/HER,1,linear,1
,6.360000000000000e-001,1,,1,16027922,webbook,1,linear,1
,5.521740000000001e-001,0,,1,16068965,1979HUB/HER,1,linear,1
,,0,,,16529661,,1,poly,1
,,0,,2,16668670,,1,poly,1
,,0,,2,16668681,,1,poly,1
,5.750000000000000e-001,0,,1,16674183,webbook,1,linear,1
,,0,,1,16681779,,1,poly,1
,,0,,1,16681780,,1,poly,1
,,0,,,16873179,,1,atom,1
,,0,,1,16955354,,1,poly,1
,1.499045000000000e-001,0,,1,17108859,webbook,1,linear,1
,2.521192900000000e-001,0,,1,17167554,1985Min/Sai:4939,1,linear,1
,,0,,,17376099,,1,,1
,7.864844000000000e-001,0,,1,17739478,2007Iri:389,1,linear,1
,,0,,,17778802,,1,atom,1
,,0,,,17778880,,1,atom,1
,,0,,,18936179,,1,poly,1
2.655690000000000e+000,6.064630000000000e-001,0,5.572790000000000e-001,4,19287457,Gurvich,1,poly,1
,4.894000000000000e-001,0,,1,19961296,webbook,1,linear,1
,,0,,,20237347,,1,poly,1
,6.842822000000000e-001,0,,1,20583555,2007Iri:389,1,linear,1
,1.308380000000000e+000,0,,1,20611590,1989Kaw/End:116,1,linear,1
,4.856962000000000e-001,0,,1,20619163,webbook,1,linear,1
,,0,,1,20768687,,1,poly,1
1.398110000000000e+000,1.687500000000000e-001,0,1.503400000000000e-001,1,20901217,1966Herzberg,1,poly,1
,3.895161365266900e-001,0,,1,22400266,NISTtriatomic,1,linear,1
,,0,,,22537151,,1,atom,1
,2.954700000000000e-001,0,,2,23550450,1979HUB/HER,1,linear,1
,1.017900000000000e-001,0,,2,23878468,webbook,1,linear,1
,5.730000000000000e-001,0,5.730000000000000e-001,1,24304005,1979HUB/HER,1,linear,1
,1.547070000000000e-001,0,,2,25681792,1979HUB/HER,1,linear,1
,1.170000000000000e-001,1,,1,25681792,webbook,1,linear,1
,5.674300000000000e-002,0,,2,25681805,webbook,1,linear,1
,,0,,,25899507,,1,poly,1
,,0,,,26294984,,1,poly,1
4.000934439785000e-001,1.556158060520660e-001,0,1.133180208289300e-001,1,26404660,1986Sue/Lov:406,1,poly,1
,5.455100000000001e-001,0,,1,26754983,webbook,1,linear,1
,9.286999999999999e-002,0,,2,29904798,1979HUB/HER,1,linear,1
,,0,,1,30664121,,1,poly,1
,,0,,,30830207,,1,poly,1
,,0,,1,30842901,,1,poly,1
,1.712700000000000e-001,0,,2,32752946,1990Fu/Lem:8420,1,linear,1
,7.117304431988000e-001,1,,1,36058283,1995Tan/Sai:L93,1,linear,1
,,0,,2,37765154,,1,poly,1
6.110828000000000e-001,9.431690000000000e-002,0,8.158749999999999e-002,1,39594917,1994Fuj/Hir:1043,1,poly,1
4.146000000000000e+001,3.634777220000000e-001,0,3.591306400000000e-001,1,51095159,1987End/Hir:4319,1,poly,1
,1.236067000000000e+000,1,,1,54980119,1984Alt/Cro:3911,1,linear,1
8.615869415900000e-001,1.872814192000000e-001,0,1.536291516700000e-001,2,57932566,1983Kuc:80,1,poly,1
,,0,,,59660649,,1,poly,1
,,0,,,59660650,,1,poly,1
4.619969459000000e+000,5.476490300000000e-001,0,4.886408400000000e-001,1,61183537,1981Kro/Nix:367,1,poly,1
,,0,,,62957602,,1,poly,1
